input_domain,final_url,reg_domain,score,bucket,confidence,pages_fetched,success_rate,sitemap_found,blocked_or_captcha,adsense_pub_ids,gtm_ids,ga_ids,reasons
breadsandsweets.com,https://breadsandsweets.com/,breadsandsweets.com,65,Need more evidence,0.5,1,1.0,False,False,,,,Homepage template signature appears on 35 domains (near-duplicate cluster) ; Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Auto-refresh / ad refresh keywords detected
themalaysianreserve.com,https://themalaysianreserve.com/,themalaysianreserve.com,65,Need more evidence,0.5,1,1.0,False,False,,,,Homepage template signature appears on 35 domains (near-duplicate cluster) ; Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Auto-refresh / ad refresh keywords detected
cookingwithjanica.com,https://cookingwithjanica.com/,cookingwithjanica.com,65,Need more evidence,0.5,1,1.0,False,False,,,,Homepage template signature appears on 35 domains (near-duplicate cluster) ; Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Auto-refresh / ad refresh keywords detected
foxestalk.co.uk,https://foxestalk.co.uk/,foxestalk.co.uk,65,Need more evidence,0.5,1,1.0,False,False,,,,Homepage template signature appears on 35 domains (near-duplicate cluster) ; Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Auto-refresh / ad refresh keywords detected
deepfriedhoney.com,https://www.deepfriedhoney.com/,deepfriedhoney.com,65,Need more evidence,0.5,1,1.0,False,False,,,,Homepage template signature appears on 35 domains (near-duplicate cluster) ; Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Auto-refresh / ad refresh keywords detected
fflogs.com,https://fflogs.com/,fflogs.com,65,Need more evidence,0.5,1,1.0,False,False,,,,Homepage template signature appears on 35 domains (near-duplicate cluster) ; Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Auto-refresh / ad refresh keywords detected
townandcountrytoday.com,https://townandcountrytoday.com/,townandcountrytoday.com,65,Need more evidence,0.5,1,1.0,False,False,,,,Homepage template signature appears on 35 domains (near-duplicate cluster) ; Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Auto-refresh / ad refresh keywords detected
delightfulemade.com,https://delightfulemade.com/,delightfulemade.com,65,Need more evidence,0.5,1,1.0,False,False,,,,Homepage template signature appears on 35 domains (near-duplicate cluster) ; Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Auto-refresh / ad refresh keywords detected
visualcapitalist.com,https://www.visualcapitalist.com/,visualcapitalist.com,65,Need more evidence,0.5,1,1.0,False,False,,,,Homepage template signature appears on 35 domains (near-duplicate cluster) ; Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Auto-refresh / ad refresh keywords detected
bestrandoms.com,https://bestrandoms.com/,bestrandoms.com,65,Need more evidence,0.5,1,1.0,False,False,,,,Homepage template signature appears on 35 domains (near-duplicate cluster) ; Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Auto-refresh / ad refresh keywords detected
animalia.bio,https://animalia.bio/,animalia.bio,65,Need more evidence,0.5,1,1.0,False,False,,,,Homepage template signature appears on 35 domains (near-duplicate cluster) ; Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Auto-refresh / ad refresh keywords detected
sot.com.al,https://sot.com.al/,sot.com.al,65,Need more evidence,0.5,1,1.0,False,False,,,,Homepage template signature appears on 35 domains (near-duplicate cluster) ; Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Auto-refresh / ad refresh keywords detected
bukkit.org,https://bukkit.org/,bukkit.org,65,Need more evidence,0.5,1,1.0,False,False,,,,Homepage template signature appears on 35 domains (near-duplicate cluster) ; Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Auto-refresh / ad refresh keywords detected
kknews.cc,https://kknews.cc/,kknews.cc,65,Need more evidence,0.5,1,1.0,False,False,,,,Homepage template signature appears on 35 domains (near-duplicate cluster) ; Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Auto-refresh / ad refresh keywords detected
urbandictionary.com,https://www.urbandictionary.com/,urbandictionary.com,65,Need more evidence,0.35,6,1.0,False,True,,,G-2JW7QZL7QX|UA-31805-1,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear Contact page found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected
technave.com,https://technave.com/,technave.com,65,Need more evidence,0.5,1,1.0,False,False,,,,Homepage template signature appears on 35 domains (near-duplicate cluster) ; Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Auto-refresh / ad refresh keywords detected
marysnest.com,https://marysnest.com/,marysnest.com,65,Need more evidence,0.5,1,1.0,False,False,,,,Homepage template signature appears on 35 domains (near-duplicate cluster) ; Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Auto-refresh / ad refresh keywords detected
tut4it.com,https://tut4it.com/,tut4it.com,65,Need more evidence,0.4,1,0.25,True,False,,,,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected
brightgram.com,https://brightgram.com/,brightgram.com,66,Need more evidence,0.5,1,1.0,False,False,,,,Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found
atf-jeuxvideo-asq.fr,https://atf-jeuxvideo-asq.fr/,atf-jeuxvideo-asq.fr,66,Need more evidence,0.5,2,1.0,False,False,,,,High template/boilerplate similarity across pages ; No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found
wowtbc.gg,https://wowtbc.gg/,wowtbc.gg,66,Need more evidence,0.5,1,1.0,False,False,,,,Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found
affordablehousing.com,https://www.affordablehousing.com/,affordablehousing.com,66,Need more evidence,0.35,6,1.0,False,True,,GTM-K75RNPTS|GTM-PD8MXX|GTM-W4VJHJT,G-8MLR72RP3E|G-90LG9H9PMV|G-QE3N0G3DKT|G-W7VWBS4FEW|UA-194703999-1,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected
deerassociation.com,https://deerassociation.com/,deerassociation.com,66,Need more evidence,0.6,1,1.0,True,False,,,G-00189507XZ,Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected
scribens.com,https://www.scribens.com/,scribens.com,66,Need more evidence,0.45,9,1.0,True,True,,GTM-P974GP4D,,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected ; Auto-refresh / ad refresh keywords detected
pungenerator.org,https://pungenerator.org/,pungenerator.org,66,Need more evidence,0.5,2,1.0,False,False,,,,High template/boilerplate similarity across pages ; No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found
newagebd.net,https://newagebd.net/,newagebd.net,66,Need more evidence,0.75,7,0.778,True,False,pub-1522333699456130,,G-MDHTCYB4KM,Thin content on sampled pages (low median text length) ; High template/boilerplate similarity across pages ; No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected
illatopositivo.club,https://illatopositivo.club/,illatopositivo.club,67,Need more evidence,0.45,9,1.0,True,True,,,G-3F8EG23PXW|G-958MX2Z1F3|G-D3PXSNQHKC|UA-202502616-1|UA-202502616-3|UA-202502616-4|UA-75828500-1,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected ; Auto-refresh / ad refresh keywords detected
pastrybysaloni.com,https://pastrybysaloni.com/,pastrybysaloni.com,67,Need more evidence,0.45,9,1.0,True,True,,,,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear Contact page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected ; Auto-refresh / ad refresh keywords detected
101theeagle.com,https://101theeagle.com/,101theeagle.com,67,Need more evidence,0.45,8,0.889,True,True,,GTM-K346HJZ|GTM-NV8XQ98,G-1GJ2KQS039|G-7HPT6DFJG7|G-CLS0KT5ZHB|UA-115003007-2|UA-115003007-3|UA-115003007-4|UA-115003007-7|UA-115003007-8|UA-180756957-5|UA-19109753-1|UA-28825804-3|UA-30224883-2|UA-30224883-5|UA-45260060-2|UA-53779251-1|UA-53779251-3|UA-53779251-5,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected ; Auto-refresh / ad refresh keywords detected
thewoodgraincottage.com,https://www.thewoodgraincottage.com/,thewoodgraincottage.com,67,Need more evidence,0.45,9,1.0,True,True,,,,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear Contact page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected ; Auto-refresh / ad refresh keywords detected
radarbanten.co.id,https://www.radarbanten.co.id/,radarbanten.co.id,67,Need more evidence,0.45,9,1.0,True,True,pub-8332287142596543,GTM-5M4MCQP|GTM-MF993B3R,G-9L0HW5KX8P|G-EH5GQ51WFW|G-R324WQFEPP,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected
houstonchronicle.com,https://www.houstonchronicle.com/,houstonchronicle.com,68,Need more evidence,0.35,4,1.0,True,True,,,,No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected
armaghi.com,https://armaghi.com/,armaghi.com,68,Need more evidence,0.45,9,1.0,True,True,pub-8442207437856203,,G-4197990HQP,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Auto-refresh / ad refresh keywords detected
freetheocean.com,http://www.freetheocean.com/,freetheocean.com,68,Need more evidence,0.45,9,1.0,True,True,,GTM-NH7SMV4|GTM-W58GSFP,G-6JVBMFWTT7,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected ; Auto-refresh / ad refresh keywords detected
lisaappelo.com,https://lisaappelo.com/,lisaappelo.com,68,Need more evidence,0.45,9,1.0,True,True,,,G-X96K3RRKVF,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected
blessmyfoodbypayal.com,https://blessmyfoodbypayal.com/,blessmyfoodbypayal.com,68,Need more evidence,0.65,3,0.75,True,False,,,G-8VS2XS2V18,Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected
inpaok.com,https://inpaok.com/,inpaok.com,68,Need more evidence,0.45,9,1.0,True,True,pub-9054526607618662,,UA-40220182-1,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected
gamenora.com,https://www.gamenora.com/,gamenora.com,68,Need more evidence,0.45,9,1.0,True,True,pub-1201601250601205,,UA-180676737-1,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected ; Auto-refresh / ad refresh keywords detected
gpucheck.com,https://www.gpucheck.com/,gpucheck.com,68,Need more evidence,0.4,2,0.222,True,False,,GTM-MCX64K9,,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected
zurnal24.si,https://www.zurnal24.si/,zurnal24.si,69,Need more evidence,0.5,1,1.0,False,False,pub-0802346696635373,GTM-55R6JTS,G-LS5XHQPXPP,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected
skitalk.com,https://skitalk.com/,skitalk.com,69,Need more evidence,0.5,1,1.0,False,False,,,,Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found
nny360.com,https://www.nny360.com/,nny360.com,69,Need more evidence,0.45,9,1.0,True,True,,GTM-PDQV3N,G-39HF3M35LM|UA-5090984-1,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected
instaread.co,https://instaread.co/,instaread.co,69,Need more evidence,0.45,9,1.0,True,True,,GTM-N5F2J5Q,G-W38FDVMTNM|UA-76414378-2,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected
essentiallysports.com,https://www.essentiallysports.com/,essentiallysports.com,69,Need more evidence,0.85,7,0.875,True,False,,GTM-NBNFSZ6,,Thin content on sampled pages (low median text length) ; High template/boilerplate similarity across pages ; No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected
weather.com,https://weather.com/,weather.com,69,Need more evidence,0.5,1,1.0,False,False,,,,Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found
nationalgeographic.com.es,https://www.nationalgeographic.com.es/,nationalgeographic.com.es,69,Need more evidence,0.5,1,1.0,False,False,,,,Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found
rootsy.org,https://rootsy.org/,rootsy.org,69,Need more evidence,0.45,9,1.0,True,True,,,G-GFCLKQEKF3,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected
kkam.com,https://kkam.com/,kkam.com,69,Need more evidence,0.5,1,1.0,False,False,,,,Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found
estoesatleti.es,https://www.estoesatleti.es/,estoesatleti.es,69,Need more evidence,0.65,3,0.75,True,False,,,,Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected
xynodegaming.com,https://xynodegaming.com/,xynodegaming.com,69,Need more evidence,0.5,1,1.0,False,False,,,,Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found
mummytodex.com,https://mummytodex.com/,mummytodex.com,69,Need more evidence,0.5,2,0.5,True,False,,,G-8WT913B7J6|UA-86338759-1,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected
datagy.io,https://datagy.io/,datagy.io,69,Need more evidence,0.45,9,1.0,True,True,,,UA-147976036-1,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected
wunderground.com,https://wunderground.com/,wunderground.com,69,Need more evidence,0.5,1,1.0,False,False,,,,Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found
awardwallet.com,https://awardwallet.com/,awardwallet.com,69,Need more evidence,0.45,9,1.0,True,True,,GTM-T286426,G-5LLDZ48NQ1,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected ; Auto-refresh / ad refresh keywords detected
littlegreenfootballs.com,https://littlegreenfootballs.com/,littlegreenfootballs.com,69,Need more evidence,0.5,1,1.0,False,False,,,,Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found
coconutsandkettlebells.com,https://coconutsandkettlebells.com/,coconutsandkettlebells.com,69,Need more evidence,0.45,9,1.0,True,True,,,G-P5G4WWZBHH|UA-43867693-1,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected ; Auto-refresh / ad refresh keywords detected
avenlylanetravel.com,https://www.avenlylanetravel.com/,avenlylanetravel.com,69,Need more evidence,0.45,8,1.0,True,True,,,UA-65672470-1,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected
mightypaint.com,https://mightypaint.com/,mightypaint.com,69,Need more evidence,0.65,3,0.75,True,False,,,G-46HQN0EXV6,Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected
elitedaily.com,https://www.elitedaily.com,elitedaily.com,70,Need more evidence,0.5,1,1.0,False,False,,,,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Interstitial/overlay/dark-pattern keywords detected
joybileefarm.com,https://joybileefarm.com/,joybileefarm.com,70,Good domain,0.75,4,1.0,True,False,,,,Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected
nypost.com,https://nypost.com/,nypost.com,70,Good domain,0.75,6,1.0,False,False,,,G-0DZ7LHF5PZ,Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected
sailboat-cruising.com,https://www.sailboat-cruising.com/,sailboat-cruising.com,70,Need more evidence,0.45,9,1.0,True,True,pub-1033306549679837,,G-G3F772XHV1,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected
wereparents.com,https://wereparents.com/,wereparents.com,70,Good domain,0.75,4,1.0,True,False,,,,Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected
simplybakings.com,https://simplybakings.com/,simplybakings.com,70,Good domain,0.75,4,1.0,True,False,,,G-SXLL9F26CY|UA-45905754-1,Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected
profootballrumors.com,https://www.profootballrumors.com/,profootballrumors.com,70,Need more evidence,0.45,9,1.0,True,True,,,G-JLNBGJCR99,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected
myrepurposedlife.com,https://www.myrepurposedlife.com/,myrepurposedlife.com,70,Good domain,0.75,4,1.0,True,False,,,,Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected
wate.com,https://wate.com/,wate.com,70,Need more evidence,0.45,5,1.0,True,True,,,,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found
river967.com,https://river967.com/,river967.com,71,Good domain,0.75,6,1.0,False,False,,GTM-K346HJZ|GTM-NV8XQ98,G-8C5HGCR9LW|G-TJD9K65K4N|G-Z28E8GWEQX|UA-115003007-2|UA-115003007-3|UA-115003007-4|UA-115003007-7|UA-115003007-8|UA-1802430-4|UA-180756957-4|UA-19109753-1|UA-2691293-1|UA-28825804-2|UA-45260060-1|UA-45260060-8|UA-53779251-1|UA-53779251-3|UA-53779251-5,Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected ; Auto-refresh / ad refresh keywords detected
transfermarkt.com.tr,https://www.transfermarkt.com.tr/,transfermarkt.com.tr,71,Good domain,0.75,5,0.833,False,False,,,UA-3816204-13,Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected
rvinsider.com,https://www.rvinsider.com/,rvinsider.com,71,Good domain,0.75,6,1.0,False,False,pub-9036961973937988,GTM-KTN7K2J,,High template/boilerplate similarity across pages ; No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected ; Auto-refresh / ad refresh keywords detected
wikihow.tech,https://www.wikihow.tech/Main-Page,wikihow.tech,71,Good domain,0.75,6,1.0,False,False,pub-9543332082073187|pub-9543332082073187123,,G-ERTFQVG69Q|G-YQL08635YN|UA-2375655-1|UA-2375655-17,Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected ; Auto-refresh / ad refresh keywords detected
parents.com,https://www.parents.com/,parents.com,71,Good domain,0.6,2,1.0,True,False,,GTM-P3X3VT7,,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected ; Auto-refresh / ad refresh keywords detected
planetabj.com,https://planetabj.com/,planetabj.com,72,Good domain,0.75,4,1.0,True,False,,GTM-5PQFQJ7,,High template/boilerplate similarity across pages ; No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected
quizionaire.com,https://quizionaire.com/,quizionaire.com,72,Good domain,0.75,6,1.0,False,False,,,G-7T00PXZ046,High template/boilerplate similarity across pages ; No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected
sunshinewhispers.com,https://sunshinewhispers.com/,sunshinewhispers.com,72,Good domain,0.75,4,1.0,True,False,,,,Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Interstitial/overlay/dark-pattern keywords detected
manoramaonline.com,https://www.manoramaonline.com/,manoramaonline.com,72,Good domain,0.75,6,1.0,False,False,,GTM-TBXFBF,,High template/boilerplate similarity across pages ; No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected ; Auto-refresh / ad refresh keywords detected
robloxlist.com,https://robloxlist.com/,robloxlist.com,72,Good domain,0.75,6,1.0,False,False,pub-8981404889048905,,G-ECRN1N0EXT|UA-77539039-4,High template/boilerplate similarity across pages ; No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected
wildlifeexplained.com,https://www.wildlifeexplained.com/,wildlifeexplained.com,72,Good domain,0.75,4,1.0,True,False,,,,Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Interstitial/overlay/dark-pattern keywords detected
stampedeblue.com,https://www.stampedeblue.com/,stampedeblue.com,72,Good domain,0.75,6,1.0,False,False,,,G-C3QZPB4GVE,High template/boilerplate similarity across pages ; No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected
lasexta.com,https://www.lasexta.com/,lasexta.com,72,Good domain,0.75,6,1.0,False,False,,,,Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Auto-refresh / ad refresh keywords detected
homify.com.mx,https://www.homify.com.mx/,homify.com.mx,72,Good domain,0.75,6,1.0,False,False,,GTM-WMCTTL4,UA-45358892-9,Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected
upthegains.co.uk,https://upthegains.co.uk/,upthegains.co.uk,72,Need more evidence,0.5,2,0.5,True,False,,,,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found
